DATASET_EN,NAME_EN,ADDRESS_EN,LATITUDE,LONGITUDE
Restaurant licences,Sankinn Taiwanese Hot Pot,"SHOP UNIT F10, 1/F, POPCORN, 9 TONG YIN STREET, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",22.307949011273394,114.2597365363021
Restaurant licences,MIZI HOTPOT,"SHOP NO. G27, G/F, +WOO PHASE 2, NO. 18 TIN YAN ROAD, TIN SHUI WAI, NEW TERRITORIES",22.45697393514962,114.00477020215114
Restaurant licences,Cedilla,"12/F, THE LAMMA TOWER, NOS. 12-12A HAU FOOK STREET, TSIM SHA TSUI, KOWLOON",22.299641893615664,114.17389462013145
Restaurant licences,Seoul Recipe,"G/F. AND COCKLOFT, NO. 70 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",22.27673447456942,114.16936693193439
Restaurant licences,GING SUN HO KING OF BUN,"SHOP NOS. 39 AND 47, LEVEL 3, NORTH WING, TREND PLAZA, TMTL 282, TUEN MUN, NEW TERRITORIES",22.39314206798956,113.97572723037811
Restaurant licences,Tonkichi,"SHOP 212A, 2/F, MARITIME SQUARE 1, 31-33 TSING KING ROAD, TSING YI, NEW TERRITORIES",22.358975072060822,114.10757945053358
Restaurant licences,LO RICE,"PORTION S6 OF SHOP NO. S4-6, GROUND FLOOR OF COMMERCIAL CENTRE, BAUHINIA GARDEN, 11 TONG CHUN STREET,  TSEUNG KWAN O, NEW TERRITORIES",22.306545690811706,114.26176038453302
Restaurant licences,Hub,"SHOP 2230, LEVEL 2, SHEUNG SHUI CENTRE, 3 CHI CHEONG ROAD, SHEUNG SHUI, NEW TERRITORIES",22.50113139076507,114.12910629535473
Restaurant licences,JOM,"SHOP NO. 5, G/F, ON WING BUILDING, NOS. 79-83 WING LOK STREET, NOS. 51-59 BONHAM STRAND, SHEUNG WAN, HONG KONG",22.285830901881962,114.15212194697624
Restaurant licences,XIAO NOODLES,"SHOP NO. G02, G/F, THE SOUTHSIDE, 11 HEUNG YIP ROAD, WONG CHUK HANG, HONG KONG",22.247546185087003,114.16828260150494
Restaurant licences,THIRTY'S,"SHOP G3, G/F, C C WU BUILDING, 302-308 HENNESSY ROAD, WAN CHAI, HONG KONG",22.27780196690442,114.1778145463782
Restaurant licences,YAKINIKU TIME,"SHOP A-143, G/F, H.A.N.D.S, ON TING ESTATE, 2A TUEN MUN HEUNG SZE WUI ROAD, TUEN MUN, NEW TERRITORIES",22.387869292768652,113.97523420581174
Restaurant licences,LOK YUEN,"SHOP NO. L021B, G/F, TIN YIU PLAZA, TIN YIU ESTATE, NO. 2 TIN WU ROAD, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",22.450921001950448,114.00347835874389
Restaurant licences,Sushi Moon,"SHOP 1, G/F, HOI DEEN COURT, 279 GLOUCESTER ROAD, CAUSEWAY BAY, HONG KONG",22.281824547210196,114.18365080359808
Restaurant licences,MUSEe,"SHOP G19, G/F., THE SOUTHSIDE, 11 HEUNG YIP ROAD, WONG CHUK HANG, HONG KONG",22.24794717025583,114.1660299022439
Restaurant licences,Good Place Labs,"3/F., WOON LEE COMMERCIAL BUILDING, NOS. 7-9 AUSTIN AVENUE, TSIM SHA TSUI, KOWLOON",22.302119849189104,114.17587030062006
Restaurant licences,MIZI R.U.D.,"SHOP NO. 251-252, 2/F, CHOI MING SHOPPING CENTRE, NO. 1 CHOI MING STREET, TIU KENG LENG, SAI KUNG, NEW TERRITORIES",22.305998446058435,114.25135570019631
Restaurant licences,JOLLIBEE,"SHOP NO. G25, G/F, KAI CHUEN SHOPPING CENTRE, KAI CHUEN COURT, DIAMOND HILL, WONG TAI SIN, KOWLOON",22.339871213200528,114.19971654977061
Restaurant licences,Saizeriya Italian Restaurant,"SHOP D201, LEVEL 2, ZONE D, H.A.N.D.S, YAU OI ESTATE, YAU OI ROAD, TUEN MUN, NEW TERRITORIES",22.38814636828956,113.9743145433845
Restaurant licences,Curry House Coco Ichibanya,"SHOP NOS. G261-265, G/F, AMOY PLAZA OF AMOY GARDENS PHASE III, 77 NGAU TAU KOK ROAD, KOWLOON",22.32479977250232,114.2158946108253
Restaurant licences,MOON OF AUTUMN,"22/F, NATHAN HILL, 38 HILLWOOD ROAD, TSIM SHA TSUI, KOWLOON",22.3026335900332,114.17398826940338
Restaurant licences,GRINDIE,"SHOP A125, LEVEL 1, NEW TOWN PLAZA PHASE 3, 2-8 SHATIN CENTRE STREET, SHA TIN, NEW TERRITORIES",22.379586615993613,114.18748811659421
Restaurant licences,PEKING HOTPOT,"1/F., PETER BUILDING, 58-62 QUEEN'S ROAD CENTRAL, 13-17 STANLEY STREET, CENTRAL, HONG KONG",22.28235628577134,114.15568171239424
Restaurant licences,Time To Gold,"FLAT D1, G/F., FORTUNA BUILDING, NO. 26 KAM PING STREET, NORTH POINT, HONG KONG",22.29004338015443,114.19990505206725
Restaurant licences,EBENEEZER'S KEBAB & PIZZERIA,"SHOP RT-G02A, G/F, BUILDING 17W, NO. 17 SCIENCE PARK WEST AVENUE, HONG KONG SCIENCE PARK, PAK SHEK KOK, SHA TIN, NEW TERRITORIES",22.426785109285134,114.20870743813224
Restaurant licences,Gold Champion,"SHOP NO. 301, 3/F, MAN YEE ARCADE, MAN YEE BUILDING, NO. 68 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG",22.28352915242049,114.15591480553518
Restaurant licences,HERE WITH YEARS,"SHOP NO. G517, KO ON MANSION, 9 TAI YUE AVENUE, TAIKOO SHING, HONG KONG",22.287227173161178,114.21408012489474
Restaurant licences,NAGE,"SHOPS NO. G501, G502 & G503, GROUND FLOOR, SQUARE MILE, 11 LI TAK STREET, TAI KOK TSUI, KOWLOON",22.320625961197806,114.16051126207425
Restaurant licences,PRIME PHO,"SHOP NO. 11, 1/F, H18 CONET, NO. 23 GRAHAM STREET, CENTRAL, HONG KONG",22.28306826353624,114.15345652522167
Restaurant licences,MR. POKE,"SHOP NO. 3, G/F., HON WAY MANSION, NO. 11 HOI KWONG STREET, QUARRY BAY, HONG KONG",22.288121504183263,114.21104027886233
Restaurant licences,Sushi Adachi,"13/F., NO. 10 WELLINGTON STREET, CENTRAL, HONG KONG",22.28083855173005,114.15604538098005
Restaurant licences,Monica,"5/F., NO. 33 WYNDHAM STREET, CENTRAL, HONG KONG",22.280429762915738,114.15511390546781
Restaurant licences,Asam Chicken Rice,"SHOP NO. UG051H, UPPER GROUND FLOOR, MCP CENTRAL, 8 YAN KING ROAD, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",22.323240013760138,114.25819437652115
Restaurant licences,Saizeriya Italian Restaurant,"SHOP NOS.G22-23, G/F, GREEN CODE PLAZA, 1 MA SIK ROAD, FANLING, NEW TERRITORIES",22.500954145377136,114.1459803801894
Restaurant licences,Celebration Hall,"L02 MINOR PORTION, MAIN STADIUM, 39 SHING KAI ROAD, KAI TAK, KOWLOON",22.3311602,114.2048802
Restaurant licences,"Phoenix Lounge, Bauhinia Lounge, Lion Rock Lounge & Legacy Lounge","LOUNGES AND KITCHEN, L01, MAIN STADIUM, 39 SHING KAI ROAD, KAI TAK, KOWLOON",22.3311602,114.2048802
Restaurant licences,Sushi Unkei,"SHOP NO.1205, 12/F, TOWER I, THE TWINS, 12 CONCORDE ROAD, KAI TAK, KOWLOON",22.331793354561565,114.20168512786056
Restaurant licences,Fineprint,"G/F, 4 BLUE POOL ROAD, HAPPY VALLEY, HONG KONG",22.270233721734147,114.18564055428386
Restaurant licences,WING NIN NOODLE,"SHOP 1, G/F, EATON HONG KONG, 380 NATHAN ROAD, YAU MA TEI, KOWLOON",22.3080154435755,114.17154569287477
Restaurant licences,YOUNG CHICK & RICE,"SHOP NO. A109, 1/F, SHEK LEI SHOPPING CENTRE (PHASE 1), SHEK LEI ESTATE, NO.6 WAI KEK STREET, KWAI CHUNG, NEW TERRITORIES",22.36506310340974,114.13833883161297
Restaurant licences,HOPERA,"3/F., SEA BIRD HOUSE, 22-28 WYNDHAM STREET, CENTRAL, HONG KONG",22.28059648359974,114.15619781491
Restaurant licences,AOAO,"14/F, MANNING HOUSE, 48 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",22.281986048873986,114.15613873275689
Restaurant licences,TOP POT TAIWANESE HOT POT,"SHOP NO. 2001,  LEVEL 2 , MOSTOWN, NO. 18 ON LUK STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",22.424266856810494,114.23169645433249
Restaurant licences,Sky 208,"PORTIONS OF 58/F (EXECUTIVE CLUB LOUNGE), HOPEWELL HOTEL, 15 KENNEDY ROAD, WAN CHAI, HONG KONG",22.27465528730706,114.17101533111747
Restaurant licences,Toast Box,"SHOP UNITS F27-28, POPCORN, 9 TONG YIN STREET, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",22.307922102888465,114.25972987268715
Restaurant licences,I'm Thirsty,"G/F., 452 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",22.34029205805065,114.15330789328306
Restaurant licences,ALWAYS JOY,"SHOP NO. 1, G/F, NAM WO HONG BUILDING, 148 WING LOK STREET, HONG KONG",22.287515126646806,114.14924170953078
Restaurant licences,Hak Po Alley,"UNIT B OF SHOP 4, G/F, TAI WING BUILDING (BLOCK C), COSMOPOLITAN ESTATE, 44-60 TAI TSUN STREET, TAI KOK TSUI, KOWLOON",22.322088560315176,114.16065970779803
Restaurant licences,KIN KAO,"SHOP A, 2/F, LINWAY COURT, 69-71 STONE NULLAH LANE, WAN CHAI, HONG KONG",22.27409961098737,114.17387227696858
Restaurant licences,TEADAYE,"SHOP L1-16A, LEVEL 1, V CITY, 83 TUEN MUN HEUNG SZE WUI ROAD, TUEN MUN, NEW TERRITORIES",22.395680414160566,113.97402600103167
Restaurant licences,JA,"G/F, 33 MAN YING STREET, JORDAN, KOWLOON",22.307176424876218,114.16576136681921
Restaurant licences,LOCANDA CANALI,"PORTION A OF SHOP G301, G/F, GATEWAY ARCADE, HARBOUR CITY, TSIM SHA TSUI, KOWLOON",22.299109894959578,114.16795769817142
Restaurant licences,Casa 218,"G/F, 218 GLOUCESTER ROAD, WAN CHAI, HONG KONG",22.280289887636425,114.17968172870599
Restaurant licences,B&B OYSTER STEAKHOUSE,"SHOP 167, 1/F., MIRA PLACE 2, 118-130 NATHAN ROAD, TSIM SHA TSUI, KOWLOON",22.300183736491626,114.17240578412637
Restaurant licences,HARA KAKO,"SHOP 2037B, LEVEL 2, ELEMENTS, 1 AUSTIN ROAD WEST, TSIM SHA TSUI, KOWLOON",22.304663159061818,114.1619164733019
Restaurant licences,HOPEWELL INN,"HOPEWELL INN ON 20/F, HOPEWELL HOTEL, 15 KENNEDY ROAD, WAN CHAI, HONG KONG",22.27506811808086,114.17067536535096
Restaurant licences,Yuanji Dumpling,"SHOP NOS. 5A AND 5B, LG/F, KWAI CHUNG FA YUEN, NO. 50-56 WO YI HOP ROAD, KWAI CHUNG, NEW TERRITORIES",22.36709607232807,114.13893666211746
Restaurant licences,Saizeriya Italian Restaurant,"SHOP NO. 355, LEVEL 2, ZONE E, TAI PO MEGA MALL, 3 PO WU LANE, TAI PO, NEW TERRITORIES",22.44997711844192,114.16887410166764
Restaurant licences,Tono Daikiya Japanese Restaurant,"1/F, KIMBERLEY 26, 26 KIMBERLEY ROAD, TSIM SHA TSUI, KOWLOON",22.300456227814784,114.17346269149417
Restaurant licences,Saizeriya Italian Restaurant,"SHOP NOS. 2057-2059 AND SHOPFRONT ADJOINING AREA,LEVEL 2, MCP CENTRAL, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",22.323129432086514,114.25827360056391
Restaurant licences,NYX,"19/F., CIRCLE PLAZA, 499 HENNESSY ROAD, CAUSEWAY BAY, HONG KONG",22.28032029103516,114.18305414386201
Restaurant licences,Yakiniku Sho,"SHOP 3, G/F., THE CENTRIUM, 60 WYNDHAM STREET, CENTRAL, HONG KONG",22.280468580830014,114.15454631687817
Restaurant licences,Sushiro Kwun Tong,"1/F, YEN SHENG CENTRE, 64 HOI YUEN ROAD, KWUN TONG, KOWLOON",22.310777660902566,114.2254603674009
Restaurant licences,Modern Shanghai Imperial,"UNIT L1-20, LEVEL 1, FESTIVAL WALK, 80 TAT CHEE AVENUE, KOWLOON",22.337444414150436,114.17456306075933
Restaurant licences,TEADAYE,"SHOP NO. 1-130, 1/F, TSEUNG KWAN O PLAZA, NO. 1 TONG TAK STREET, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",22.309182420136917,114.26191803760186
Restaurant licences,YAKINIKU YAMAGYU,"SHOP NO. A303, LEVEL 3, YOHO MALL II, 8 LONG YAT ROAD, YUEN LONG, NEW TERRITORIES",22.44549034993156,114.03512214784855
Restaurant licences,Vegmind,"SHOP NOS. GB18-20, G/F., SITE B, 45 TAI HONG STREET, LEI KING WAN, HONG KONG",22.28567769182403,114.22430415897196
Restaurant licences,HANG HEONG UN,"PORTION A OF SHOP B, G/F., LEI KING MANSION, NO. 93 NAM ON STREET, SHAU KEI WAN, HONG KONG",22.2793412,114.2263954
Restaurant licences,SUBWAY,"SHOP 9, 1/F, EASTMARK, 21 SHEUNG YUET ROAD, KOWLOON BAY, KOWLOON",22.322073826987513,114.21119348776583
Restaurant licences,Yung's Bistro,"SHOPS 1&2 AND THE OUTSIDE SEATING ACCOMMODATION AT SIDE, G/F, DORSET HOUSE, TAIKOO PLACE, 979 KING'S ROAD, QUARRY BAY, HONG KONG",22.2871803,114.2092164
Restaurant licences,Seoul Noodle (Mong Kok),"SHOP 6, G/F, HUNG HAY BUILDING, NO.1 FA YUEN STREET, MONGKOK, KOWLOON",22.31592796777596,114.17161648421154
Restaurant licences,TW Yummy,"SHOP 15, G/F, CONCORD BUILDING, 72 SOY STREET, MONG KOK, KOWLOON",22.316819072663566,114.17198648019078
Restaurant licences,MERCATO GOURMET,"PORTIONS OF SHOP 505 AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP SIDE, 5/F., STANLEY PLAZA, MA HANG ESTATE, 23 AND 33 CARMEL ROAD, STANLEY, HONG KONG",22.219661744183234,114.20977630200206
Restaurant licences,Marugame,"SHOP A136, LEVEL 1, NEW TOWN PLAZA III, 2-8 SHATIN CENTRE STREET, SHA TIN, NEW TERRITORIES",22.38035042822409,114.18727575031475
Restaurant licences,CLOUD 39,"39/F (PORTION A) AND 39M/F (PORTION A), THE HENDERSON, 2 MURRAY ROAD, CENTRAL, HONG KONG",22.2800651,114.159655
Restaurant licences,LE CLOS,"SHOPS 101, 101A, 101B, 103, 104 & 105, 1/F., PEDDER BUILDING, 12 PEDDER STREET, CENTRAL, HONG KONG",22.282072061492016,114.15704238196565
Restaurant licences,The Steam Hut,"SHOP NO. M3-205, LEVEL 2, KAI TAK MALL 3, KAI TAK SPORTS PARK, KAI TAK, KOWLOON CITY, KOWLOON",22.322426210493127,114.19807094134111
Restaurant licences,YAOWARAT,"SHOP C, G/F, CENTRESTAGE, NO. 108 HOLLYWOOD ROAD, NOS. 1-17 BRIDGES STREET, CENTRAL, HONG KONG",22.283854497008,114.15084364424328
Restaurant licences,PH 2,"18/F & 19/F, MW PLAZA, NO. 40A KIMBERLEY ROAD, TSIM SHA TSUI, KOWLOON",22.30072316484995,114.17422442274359
Restaurant licences,GOLDEN BLOSSOMS,"SHOP NOS. 401 & 401A, LEVEL 4, K11 MUSEA, VICTORIA DOCKSIDE, 18 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",22.294318897411785,114.17483340774278
Restaurant licences,DAYVI GELATERIA,"SHOP NO. M2-115, LEVEL 1, KAI TAK MALL 2, KAI TAK SPORTS PARK, KAI TAK, KOWLOON CITY, KOWLOON",22.325746507658025,114.19580501070926
Restaurant licences,MEDORA LIZ & TORI,"G/F, 111 WELLINGTON STREET, CENTRAL, HONG KONG",22.28437010853039,114.15359796846008
Restaurant licences,SERENDIPITY CENTRAL,"2/F, THE WORKST@TION, 43 LYNDHURST TERRACE, CENTRAL, HONG KONG",22.2826499,114.1533293
Restaurant licences,Sanduo,"SHOP 303, 3/F, SAU MAU PING SHOPPING CENTRE, SAU MAU PING ESTATE, SAU MAU PING, KWUN TONG, KOWLOON",22.3196173418363,114.23207598529409
Restaurant licences,Min Gaa,"SHOP 3, G/F., V POINT, NO. 18 TANG LUNG STREET, CAUSEWAY BAY, HONG KONG",22.27909392066962,114.18167416363113
